BOROUGH,NEIGHBORHOOD,BUILDING CLASS CATEGORY,TAX CLASS AT PRESENT,BLOCK,LOT,EASE-MENT,BUILDING CLASS AT PRESENT,ADDRESS,APARTMENT NUMBER,ZIP CODE,RESIDENTIAL UNITS,COMMERCIAL UNITS,TOTAL UNITS,LAND SQUARE FEET,GROSS SQUARE FEET,YEAR BUILT,SALE PRICE,Id
1,HARLEM-CENTRAL,02 TWO FAMILY DWELLINGS                    ,1,1902,40, ,B1,112 WEST 118TH STREET, ,10026,2,0,2,1615,3328,1998,2800000,4818
1,TRIBECA,13 CONDOS - ELEVATOR APARTMENTS            ,2,16,2641, ,R4,380 RECTOR PLACE,20B,10280,1,0,1, -  , -  ,0,10,11133
5,ELTINGVILLE,01 ONE FAMILY DWELLINGS                    ,1,5676,111, ,A1,130 ALEXANDER AVENUE, ,10312,1,0,1,2500,1200,1980,440000,77849
4,SO. JAMAICA-BAISLEY PARK,02 TWO FAMILY DWELLINGS                    ,1,12203,193, ,B3,150-22 116TH DRIVE, ,11434,2,0,2,2650,1208,1920,320000,72203
3,BUSHWICK,02 TWO FAMILY DWELLINGS                    ,1,3365,108, ,B1,645 KNICKERBOCKER AVENUE, ,11221,2,0,2,1768,2000,1915,950000,31502
3,CYPRESS HILLS,01 ONE FAMILY DWELLINGS                    ,1,3927,11, ,A5,165 LINWOOD STREET, ,11208,1,0,1,2162,1236,1910,235000,34801
5,GREAT KILLS,02 TWO FAMILY DWELLINGS                    ,1,5462,28, ,B2,44 ESCANABA AVENUE, ,10308,2,0,2,4920,2332,1965,665000,78912
4,FOREST HILLS,10 COOPS - ELEVATOR APARTMENTS             ,2,2135,50, ,D4,"102-55 67 DRIVE, 2J", ,11375,0,0,0, -  , -  ,1952,460000,60420
1,CHELSEA,13 CONDOS - ELEVATOR APARTMENTS            ,2,693,1115, ,R4,551 WEST 21ST   STREET,5B,10011,1,0,1, -  , -  ,2013,6875937,511
1,CLINTON,08 RENTALS - ELEVATOR APARTMENTS           ,2B,1055,27, ,D1,409 WEST 45TH STREET, ,10036,7,0,7,2410,10119,2016,15093194,1463
1,TRIBECA,13 CONDOS - ELEVATOR APARTMENTS            ,2,16,3341, ,R4,225 RECTOR PLACE,9S,10280,1,0,1, -  , -  ,1985,790000,11158
1,TRIBECA,13 CONDOS - ELEVATOR APARTMENTS            ,2,16,1432, ,R4,30 LITTLE WEST STREET,6E,10004,1,0,1, -  , -  ,2005,2675000,11082
3,MIDWOOD,01 ONE FAMILY DWELLINGS                    ,1,7640,41, ,A1,1277 EAST 22ND   STREET, ,11210,1,0,1,3500,1652,1920,1100000,42280
4,JACKSON HEIGHTS,02 TWO FAMILY DWELLINGS                    ,1,1049,20, ,B1,25-24 73RD   STREET, ,11370,2,0,2,2200,1632,1955,422000,63671
5,GREAT KILLS-BAY TERRACE,09 COOPS - WALKUP APARTMENTS               ,2,5090,35, ,C6,"36 BAY  TERR, 2C", ,10306,0,0,0, -  , -  ,1977,120000,79125
3,WILLIAMSBURG-SOUTH,13 CONDOS - ELEVATOR APARTMENTS            ,2,2415,1110, ,R4,46 SOUTH 2ND STREET,2E,11249,1,0,1,0,0,2010,815000,48999
3,FLATBUSH-EAST,03 THREE FAMILY DWELLINGS                  ,1,7724,70, ,C0,1662 ALBANY AVENUE, ,11210,3,0,3,3000,3432,1988,535000,38364
3,CANARSIE,03 THREE FAMILY DWELLINGS                  ,1,4712,21, ,C0,583 EAST 91ST STREET, ,11236,3,0,3,2400,3480,1920,325000,32692
4,HOWARD BEACH,09 COOPS - WALKUP APARTMENTS               ,2,11461,50, ,C6,"81-67 SHORE PARKWAY, 2", ,11414,0,0,0, -  , -  ,1959,141000,63361
1,MURRAY HILL,10 COOPS - ELEVATOR APARTMENTS             ,2,891,66, ,D4,"136 EAST 36TH STREET, 9F", ,10016,0,0,0, -  , -  ,1924,625000,10026
2,BEDFORD PARK/NORWOOD,10 COOPS - ELEVATOR APARTMENTS             ,2,3299,14, ,D4,"306 EAST MOSHOLU PARKWAY, 4G", ,10458,0,0,0,0,0,1939,115000,18962
4,HOWARD BEACH,02 TWO FAMILY DWELLINGS                    ,1,13938,21, ,B1,156-32 76 STREET, ,11414,2,0,2,3103,2438,1998,650000,63200
4,BAYSIDE,09 COOPS - WALKUP APARTMENTS               ,2,5778,1, ,C6,"199-06 16TH   AVENUE, 2-7", ,11357,0,0,0, -  , -  ,1955,282000,51553
4,SPRINGFIELD GARDENS,01 ONE FAMILY DWELLINGS                    ,1,12517,24, ,A1,172-26 125 AVENUE, ,11434,1,0,1,2436,1196,1920,450000,73436
4,GLEN OAKS,09 COOPS - WALKUP APARTMENTS               ,2,8446,1, ,C6,"260-19 74TH AVENUE, 85H82", ,11004,0,0,0, -  , -  ,1948,349900,61380
2,MELROSE/CONCOURSE,08 RENTALS - ELEVATOR APARTMENTS           ,2,2465,25, ,D7,1240 WALTON AVENUE, ,10452,162,1,163,40046,171044,1928,1,20908
5,NEW SPRINGVILLE,04 TAX CLASS 1 CONDOS                      ,1A,2450,1357, ,R3,1694 FOREST HILL ROAD, ,10314,1,0,1, -  , -  ,1981,277836,81098
4,WHITESTONE,01 ONE FAMILY DWELLINGS                    ,1,4486,1, ,A2,12-03 148TH   STREET, ,11357,1,0,1,4784,2184,1970,878000,74898
3,FLATBUSH-NORTH,13 CONDOS - ELEVATOR APARTMENTS            ,2,1427,1024, ,R4,762 EMPIRE BOULEVARD,2C,11213,1,0,1,0,0,1995,585000,39071
4,FOREST HILLS,10 COOPS - ELEVATOR APARTMENTS             ,2,2139,7, ,D4,"104-20 68TH DRIVE, A53", ,11375,0,0,0, -  , -  ,1956,565000,60439
5,GRASMERE,01 ONE FAMILY DWELLINGS                    ,1,3170,12, ,A5,523 ODER AVENUE, ,10304,1,0,1,6000,1120,1994,395000,78210
4,SOUTH OZONE PARK,01 ONE FAMILY DWELLINGS                    ,1,11720,55, ,A1,132-40 114TH   PLACE, ,11420,1,0,1,2400,1618,1925,370000,72996
1,MIDTOWN WEST,13 CONDOS - ELEVATOR APARTMENTS            ,2,1032,1186, ,R4,350 WEST 42ND STREET,19C,10036,1,0,1, -  , -  ,2004,1100000,9231
5,ELTINGVILLE,01 ONE FAMILY DWELLINGS                    ,1,5664,28, ,A9,101 NOTUS AVENUE, ,10312,1,0,1,3267,1344,1980,180000,77829
1,UPPER EAST SIDE (79-96),10 COOPS - ELEVATOR APARTMENTS             ,2,1576,27, ,D4,"10 EAST END AVENUE, 4J", ,10075,0,0,0, -  , -  ,1957,1480000,14270
5,CLOVE LAKES,01 ONE FAMILY DWELLINGS                    ,1,245,52, ,A5,148 CHESHIRE PLACE, ,10301,1,0,1,1855,1920,1989,450000,77244
1,CLINTON,10 COOPS - ELEVATOR APARTMENTS             ,2,1067,8, ,D4,"457 WEST 57TH STREET, 407", ,10019,0,0,0, -  , -  ,1929,350000,1518
1,WASHINGTON HEIGHTS UPPER,10 COOPS - ELEVATOR APARTMENTS             ,2,2179,373, ,D4,"900 WEST 190TH STREET, 11B", ,10040,0,0,0, -  , -  ,1954,565000,18157
4,EAST ELMHURST,01 ONE FAMILY DWELLINGS                    ,1,1073,40, ,A1,96-09 23RD AVE, ,11369,1,0,1,4000,972,1925,750000,54350
4,HOLLIS,01 ONE FAMILY DWELLINGS                    ,1,10471,1, ,S1,196-02 HILLSIDE AVENUE, ,11423,1,1,2,3200,1683,1930,660000,62388
1,UPPER EAST SIDE (59-79),13 CONDOS - ELEVATOR APARTMENTS            ,2,1412,1121, ,R4,188 EAST 78TH   STREET,7C,10075,1,0,1, -  , -  ,0,2300000,12822
1,UPPER WEST SIDE (79-96),10 COOPS - ELEVATOR APARTMENTS             ,2,1210,5, ,D4,"171 WEST 79TH STREET, 82", ,10024,0,0,0, -  , -  ,1924,800000,16765
5,PORT RICHMOND,01 ONE FAMILY DWELLINGS                    ,1,1133,176, ,A5,140 TRANTOR PLACE, ,10302,1,0,1,1566,1024,1990,215000,81692
1,ALPHABET CITY,09 COOPS - WALKUP APARTMENTS               ,2,396,20, ,C6,"632 EAST 14TH STREET, 3", ,10009,0,0,0, -  , -  ,1920,425000,50
3,BRIGHTON BEACH,10 COOPS - ELEVATOR APARTMENTS             ,2,8721,375, ,D4,"1311 BRIGHTWATER AVENUE, 12I", ,11235,0,0,0,0,0,1959,730000,30337
4,FLUSHING-NORTH,02 TWO FAMILY DWELLINGS                    ,1,6352,49, ,B3,57-38 LAWRENCE STREET, ,11355,2,0,2,1800,1890,1950,950000,57101
4,FLUSHING-NORTH,01 ONE FAMILY DWELLINGS                    ,1,5575,25, ,A2,48-18 170TH   PLACE, ,11365,1,0,1,4000,930,1945,10,56520
1,FLATIRON,10 COOPS - ELEVATOR APARTMENTS             ,2,857,18, ,D4,"66 MADISON AVENUE, 12F", ,10016,0,0,0, -  , -  ,1910,1325000,2699
4,ST. ALBANS,02 TWO FAMILY DWELLINGS                    ,1,10933,27, ,B1,109-40 197TH   STREET, ,11412,2,0,2,4000,1892,1920,600000,74361
5,ARDEN HEIGHTS,01 ONE FAMILY DWELLINGS                    ,1,6027,19, ,A9,1966 ARTHUR KILL ROAD, ,10312,1,0,1,640,980,1990,235000,76515
3,FLATBUSH-CENTRAL,01 ONE FAMILY DWELLINGS                    ,1,5102,120, ,A5,2121 ALBEMARLE TERRACE, ,11226,1,0,1,1575,2132,1920,200000,37198
4,FLUSHING-NORTH,10 COOPS - ELEVATOR APARTMENTS             ,2,5003,11, ,D4,"35-05 PARSONS BLVD., 1B", ,11354,0,0,0, -  , -  ,1938,210000,57507
3,BENSONHURST,22 STORE BUILDINGS                         ,4,5554,4, ,K2,6517 18TH   AVENUE, ,11204,0,3,3,1762,2320,1931,1750000,28432
4,QUEENS VILLAGE,01 ONE FAMILY DWELLINGS                    ,1,10656,180, ,A1,89-88 VANDERVEER STREET, ,11427,1,0,1,2325,1348,1930,260000,68720
4,FLUSHING-NORTH,10 COOPS - ELEVATOR APARTMENTS             ,2,4772,1, ,D4,"142-14 26TH AVE, 2C", ,11354,0,0,0, -  , -  ,1954,255000,57464
2,SCHUYLERVILLE/PELHAM BAY,02 TWO FAMILY DWELLINGS                    ,1,5348,30, ,B1,1368 BALCOM AVENUE, ,10461,2,0,2,2500,2376,2007,655000,23461
4,ELMHURST,10 COOPS - ELEVATOR APARTMENTS             ,2,1872,11, ,D4,"92-30 56TH   AVENUE, 1G", ,11373,0,0,0, -  , -  ,1962,292000,55183
3,BOROUGH PARK,02 TWO FAMILY DWELLINGS                    ,1,5712,54, ,B2,1319 60TH   STREET, ,11219,2,0,2,2003,1640,1925,700000,29360
4,FLORAL PARK,01 ONE FAMILY DWELLINGS                    ,1,8789,19, ,A5,84-33 259TH STREET, ,11001,1,0,1,1800,1188,1960,481000,55951
2,CASTLE HILL/UNIONPORT,01 ONE FAMILY DWELLINGS                    ,1,3791,15, ,A5,1940 POWELL AVENUE, ,10472,1,0,1,2704,1152,1950,510000,19464
4,MIDDLE VILLAGE,02 TWO FAMILY DWELLINGS                    ,1,3058,49, ,B2,66-46 74TH STREET, ,11379,2,0,2,2000,2140,1920,910000,67430
4,REGO PARK,10 COOPS - ELEVATOR APARTMENTS             ,2,3151,43, ,D4,"67-50 THORNTON PLACE, 4F", ,11375,0,0,0, -  , -  ,1963,353000,69661
5,WOODROW,35 INDOOR PUBLIC AND CULTURAL FACILITIES   ,4,7105,679, ,P9,155 CLAY PIT ROAD, ,10309,0,1,1,10796,2400,2006,69300,84547
4,SO. JAMAICA-BAISLEY PARK,01 ONE FAMILY DWELLINGS                    ,1,11979,46, ,A1,114-39 148 ST, ,11436,1,0,1,2000,914,1915,320000,71710
3,OCEAN PARKWAY-NORTH,01 ONE FAMILY DWELLINGS                    ,1,5390,29, ,A1,582 EAST 7TH STREET, ,11218,1,0,1,2000,1915,1920,750000,43198
4,OZONE PARK,01 ONE FAMILY DWELLINGS                    ,1,11705,49, ,A1,114-50 114TH STREET, ,11420,1,0,1,2500,1264,1925,562000,68211
1,HARLEM-CENTRAL,13 CONDOS - ELEVATOR APARTMENTS            ,2,1916,1305, ,R4,171 WEST 131 STREET,PH6,10027,1,0,1, -  , -  ,2013,1446933,5367
5,SOUTH BEACH,01 ONE FAMILY DWELLINGS                    ,1,3417,120, ,A1,38 PEARSALL STREET, ,10305,1,0,1,4480,1095,1925,390000,82800
4,RICHMOND HILL,02 TWO FAMILY DWELLINGS                    ,1,9184,38, ,B2,102-39 85TH DRIVE, ,11418,2,0,2,3200,2240,1915,660000,70210
1,TRIBECA,13 CONDOS - ELEVATOR APARTMENTS            ,2,212,1423, ,R4,11 BEACH STREET,8C,10013,1,0,1, -  , -  ,1900,7355000,11493
3,WILLIAMSBURG-EAST,14 RENTALS - 4-10 UNIT                     ,2B,3012,24, ,S9,1047 FLUSHING AVENUE,6,11237,6,2,8,3648,7300,1931,1100000,48086
2,WILLIAMSBRIDGE,10 COOPS - ELEVATOR APARTMENTS             ,2,4670,50, ,D4,"836 TILDEN STREET, 4K", ,10467,0,0,0,0,0,1962,90000,25229
3,FLATBUSH-CENTRAL,13 CONDOS - ELEVATOR APARTMENTS            ,2,5240,1102, ,R4,1138 OCEAN AVENUE,6I,11230,1,0,1,0,0,2010,599000,37649
1,CIVIC CENTER,13 CONDOS - ELEVATOR APARTMENTS            ,2,123,1206, ,R4,30 PARK PLACE,61B,10007,1,0,1, -  , -  ,2008,7129575,1221
1,UPPER EAST SIDE (59-79),10 COOPS - ELEVATOR APARTMENTS             ,2,1409,61, ,D4,"120 EAST 75 STREET, PHA", ,10021,0,0,0, -  , -  ,1923,5200000,12176
3,CYPRESS HILLS,02 TWO FAMILY DWELLINGS                    ,1,3674,5, ,B1,111 BRADFORD STREET, ,11207,2,0,2,3942,1200,1899,10,34842
3,EAST NEW YORK,03 THREE FAMILY DWELLINGS                  ,1,4008,45, ,C0,2553 PITKIN AVENUE, ,11208,3,0,3,1800,3000,2003,60000,36834
4,RICHMOND HILL,01 ONE FAMILY DWELLINGS                    ,1,9414,54, ,A9,95-79 112TH STREET, ,11419,1,0,1,2000,1462,1920,285000,70042
4,SOUTH JAMAICA,02 TWO FAMILY DWELLINGS                    ,1,12145,7, ,B2,109-55 153RD STREET, ,11433,2,0,2,2156,2000,2005,551000,72712
5,NEW SPRINGVILLE,13 CONDOS - ELEVATOR APARTMENTS            ,2,2450,2160, ,R4,5 WINDHAM LOOP,7K,10314,1,0,1, -  , -  ,1979,290000,81321
3,BROOKLYN HEIGHTS,10 COOPS - ELEVATOR APARTMENTS             ,2,217,1, ,D4,"75 HENRY STREET, 1H", ,11201,0,0,0,0,0,1967,1300000,30771
5,WESTERLEIGH,01 ONE FAMILY DWELLINGS                    ,1,391,404, ,A5,43 LIVERMORE AVENUE, ,10302,1,0,1,2455,1312,1991,390000,83922
3,PARK SLOPE SOUTH,44 CONDO PARKING                           ,4,876,1026, ,RP,468 17TH   STREET,7,11215,0,0,1,0,0,1989,2000,45271
5,TOTTENVILLE,01 ONE FAMILY DWELLINGS                    ,1,7866,47, ,A1,226 SPRAGUE AVENUE, ,10307,1,0,1,7590,2200,1994,655000,83295
1,CHELSEA,09 COOPS - WALKUP APARTMENTS               ,2C,745,50, ,C6,"322 WEST 22ND STREET, 4", ,10011,0,0,0, -  , -  ,1900,999000,288
4,ELMHURST,10 COOPS - ELEVATOR APARTMENTS             ,2,1509,52, ,D4,"42-52 LAYTON STREET, 2E", ,11373,0,0,0, -  , -  ,1939,240000,55078
4,FOREST HILLS,10 COOPS - ELEVATOR APARTMENTS             ,2,2251,2, ,D4,"72-81 113TH STREET, 4M", ,11375,0,0,0, -  , -  ,1950,410000,60781
4,JACKSON HEIGHTS,01 ONE FAMILY DWELLINGS                    ,1,1382,20, ,A5,30-28 85TH STREET, ,11370,1,0,1,2000,1544,1935,30000,63605
4,LAURELTON,01 ONE FAMILY DWELLINGS                    ,1,12903,73, ,A5,130-72 226TH   STREET, ,11413,1,0,1,2142,1542,1935,235000,65554
3,SHEEPSHEAD BAY,10 COOPS - ELEVATOR APARTMENTS             ,2,8768,1, ,D4,"3311 SHORE PARKWAY, 1N", ,11235,0,0,0,0,0,1961,180000,46475
5,CONCORD,01 ONE FAMILY DWELLINGS                    ,1,633,15, ,A1,21 PRINCE STREET, ,10304,1,0,1,2975,896,1899,271959,77357
3,BEDFORD STUYVESANT,13 CONDOS - ELEVATOR APARTMENTS            ,2,1763,1111, ,R4,201 SPENCER STREET,6A,11205,1,0,1,0,0,2004,875000,27517
2,THROGS NECK,01 ONE FAMILY DWELLINGS                    ,1,5535,31, ,A2,1005 SWINTON AVENUE, ,10465,1,0,1,3742,1318,1950,555000,24177
3,BUSHWICK,03 THREE FAMILY DWELLINGS                  ,1,3374,20, ,C0,1170 PUTNAM AVENUE, ,11221,3,0,3,1750,2364,1901,1360000,31738
3,CYPRESS HILLS,02 TWO FAMILY DWELLINGS                    ,1,4139,1, ,B1,221 LOGAN STREET, ,11208,2,0,2,1800,2220,1899,650000,35016
1,GREENWICH VILLAGE-WEST,13 CONDOS - ELEVATOR APARTMENTS            ,2,607,1385, ,R4,155 WEST 11,12D,10011,1,0,1, -  , -  ,2013,6272080,4551
2,CITY ISLAND,01 ONE FAMILY DWELLINGS                    ,1,5625,82, ,A5,100 PILOT STREET, ,10464,1,0,1,1530,1122,1945,390000,19624
3,GRAVESEND,03 THREE FAMILY DWELLINGS                  ,1,6672,40, ,C0,1884 WEST 8TH STREET, ,11223,3,0,3,2000,2224,1905,1154000,40247
4,RIDGEWOOD,03 THREE FAMILY DWELLINGS                  ,1,3547,100, ,C0,1626 CORNELIA STREET, ,11385,3,0,3,1890,3192,1910,175000,70911
2,MELROSE/CONCOURSE,02 TWO FAMILY DWELLINGS                    ,1,2782,131, ,B2,1331 CLAY AVENUE, ,10456,2,0,2,1342,2048,1899,260000,20801
2,MORRISANIA/LONGWOOD,07 RENTALS - WALKUP APARTMENTS             ,2B,2754,68, ,C4,1142 BRYANT AVE, ,10459,8,0,8,3325,5696,1910,1555000,21539
4,FLUSHING-NORTH,01 ONE FAMILY DWELLINGS                    ,1,5419,25, ,A1,43-21 161ST   STREET, ,11358,1,0,1,2543,1260,1940,820000,56395
3,MARINE PARK,02 TWO FAMILY DWELLINGS                    ,1,8522,37, ,B9,3602 AVENUE S, ,11234,2,0,2,1600,1520,1940,638000,42057
3,MADISON,13 CONDOS - ELEVATOR APARTMENTS            ,2,6784,1102, ,R4,1737 EAST 21ST   STREET,1B,11229,1,0,1,0,0,2015,621293,41577
2,WILLIAMSBRIDGE,01 ONE FAMILY DWELLINGS                    ,1,4825,41, ,A1,637 EAST 223 STREET, ,10466,1,0,1,3685,1447,1925,240000,24875
1,MIDTOWN EAST,10 COOPS - ELEVATOR APARTMENTS             ,2,1361,12, ,D4,"2 BEEKMAN PLACE, 11E", ,10017,0,0,0, -  , -  ,1931,1369000,7976
5,NEW SPRINGVILLE,04 TAX CLASS 1 CONDOS                      ,1A,2450,1919, ,R3,20 DONNA COURT,10,10314,1,0,1, -  , -  ,1985,220000,81121
3,CLINTON HILL,13 CONDOS - ELEVATOR APARTMENTS            ,2,2011,1115, ,R4,500 WAVERLY AVENUE,3E,11238,1,0,1,0,0,2015,804417,33395
3,OCEAN HILL,03 THREE FAMILY DWELLINGS                  ,1,1516,32, ,C0,494 CHAUNCEY STREET, ,11233,3,0,3,2000,2700,1910,416000,43039
4,COLLEGE POINT,02 TWO FAMILY DWELLINGS                    ,1,3966,8, ,B2,9-41 COLLEGE POINT BLVD, ,11356,2,0,2,2500,2280,1920,810000,53117
4,MASPETH,02 TWO FAMILY DWELLINGS                    ,1,2749,12, ,B2,57-21 63RD   STREET, ,11378,2,0,2,2200,1728,1935,700000,66943
3,MARINE PARK,10 COOPS - ELEVATOR APARTMENTS             ,2,8819,11, ,D4,"2280 BURNETT STREET, 6G", ,11229,0,0,0,0,0,1952,160000,42115
4,FLUSHING-NORTH,43 CONDO OFFICE BUILDINGS                  ,4,4978,1356, ,RB,38-08 UNION STREET,7G,11354,0,0,1, -  , -  ,2014,1799805,58925
4,ELMHURST,02 TWO FAMILY DWELLINGS                    ,1,2799,139, ,B3,57-56 MAZEAU STREET, ,11378,2,0,2,1846,1288,1920,700000,54841
4,WOODSIDE,10 COOPS - ELEVATOR APARTMENTS             ,2,1111,1, ,D4,"30-81 54TH STREET, 4A", ,11377,0,0,0, -  , -  ,1935,270000,75914
1,UPPER WEST SIDE (96-116),10 COOPS - ELEVATOR APARTMENTS             ,2,1890,40, ,D4,"310 RIVERSIDE DRIVE, 1405", ,10025,0,0,0, -  , -  ,1929,325000,17665
1,MIDTOWN EAST,13 CONDOS - ELEVATOR APARTMENTS            ,2,1330,1165, ,R4,252 EAST 57TH   STREET,52B,10022,1,0,1, -  , -  ,2014,5399725,8388
4,RICHMOND HILL,02 TWO FAMILY DWELLINGS                    ,1,9511,59, ,B2,103-25 106TH   STREET, ,11417,2,0,2,2235,1916,1930,245000,70460
5,ROSEBANK,09 COOPS - WALKUP APARTMENTS               ,2,2986,12, ,C6,"400 MARYLAND AVENUE, 2D", ,10305,0,0,0, -  , -  ,1974,250000,82295
4,SO. JAMAICA-BAISLEY PARK,02 TWO FAMILY DWELLINGS                    ,1,12253,14, ,B3,16116 121ST AVENUE, ,11434,2,0,2,4000,2400,1925,700000,72232
3,EAST NEW YORK,07 RENTALS - WALKUP APARTMENTS             ,2A,3843,8, ,C2,684 RIVERDALE AVENUE, ,11207,5,0,5,2375,3600,1930,640000,36983
5,PRINCES BAY,01 ONE FAMILY DWELLINGS                    ,1,6728,40, ,A5,64 ADMIRALTY LOOP, ,10309,1,0,1,2352,1908,1988,520000,81911
3,FLATBUSH-EAST,10 COOPS - ELEVATOR APARTMENTS             ,2,7559,59, ,D4,"740 EAST 32ND STREET, F7", ,11210,0,0,0,0,0,1963,322500,38425
3,MARINE PARK,01 ONE FAMILY DWELLINGS                    ,1,8824,15, ,A2,2324 BURNETT STREET, ,11229,1,0,1,7000,1850,1960,840000,41987
3,BROWNSVILLE,01 ONE FAMILY DWELLINGS                    ,1,3515,49, ,A5,1892 STRAUSS STREET, ,11212,1,0,1,2000,1640,1987,460000,31078
5,MARINERS HARBOR,01 ONE FAMILY DWELLINGS                    ,1,1233,40, ,A5,92 CONFEDERATION PLACE, ,10303,1,0,1,1555,1300,2000,309000,79619
2,RIVERDALE,10 COOPS - ELEVATOR APARTMENTS             ,2,5737,61, ,D4,"640 WEST 231ST STREET, 3D", ,10463,0,0,0,0,0,1953,280000,22855
4,FRESH MEADOWS,01 ONE FAMILY DWELLINGS                    ,1,7166,39, ,A1,73-28 179TH   STREET, ,11366,1,0,1,4000,2050,1935,1100000,61157
4,ASTORIA,21 OFFICE BUILDINGS                        ,4,662,27, ,O5,28-18 STEINWAY STREET, ,11103,0,12,12,7132,24600,1927,12500000,50607
1,UPPER EAST SIDE (79-96),13 CONDOS - ELEVATOR APARTMENTS            ,2,1548,1302, ,R4,305 EAST 85TH STREET,2A,10028,1,0,1, -  , -  ,2008,3500000,14714
4,REGO PARK,10 COOPS - ELEVATOR APARTMENTS             ,2,2112,1, ,D4,"63-61 99TH STREET, B11", ,11374,0,0,0, -  , -  ,1947,230000,69578
5,WESTERLEIGH,02 TWO FAMILY DWELLINGS                    ,1,421,40, ,B2,784 JEWETT AVENUE, ,10314,2,0,2,3240,3453,1925,598000,84090
5,ARDEN HEIGHTS,01 ONE FAMILY DWELLINGS                    ,1,6020,112, ,A5,205 DOVER GREEN, ,10312,1,0,1,1800,1516,1975,410000,76471
1,HARLEM-CENTRAL,10 COOPS - ELEVATOR APARTMENTS             ,2,1717,58, ,D4,"56-60 WEST 119TH STREET, 1F", ,10026,0,0,0, -  , -  ,1920,300000,5039
5,BULLS HEAD,02 TWO FAMILY DWELLINGS                    ,1,1670,391, ,B2,405 LISK AVENUE, ,10303,2,0,2,2880,1344,1975,389900,76944
1,WASHINGTON HEIGHTS UPPER,10 COOPS - ELEVATOR APARTMENTS             ,2,2177,175, ,D4,"860 WEST 181ST STREET, 5", ,10033,0,0,0, -  , -  ,1923,360000,18084
2,RIVERDALE,10 COOPS - ELEVATOR APARTMENTS             ,2,5953,38, ,D4,"5700 ARLINGTON AVENUE, 10L", ,10471,0,0,0,0,0,1961,207000,23185
4,QUEENS VILLAGE,01 ONE FAMILY DWELLINGS                    ,1,10773,35, ,A1,219-29 102ND   AVENUE, ,11429,1,0,1,6000,2301,1915,690000,68837
4,JAMAICA ESTATES,01 ONE FAMILY DWELLINGS                    ,1,9957,27, ,A2,85-02 CHELSEA STREET, ,11432,1,0,1,6000,1491,1940,600000,64958
1,MIDTOWN WEST,26 OTHER HOTELS                            ,4,1009,37, ,H3,102 WEST 57TH STREET, ,10019,0,2,2,7532,112850,2007,20000,9609
3,GRAVESEND,02 TWO FAMILY DWELLINGS                    ,1,6676,5, ,B1,226 HIGHLAWN AVENUE, ,11223,2,0,2,1962,2287,1955,880000,40088
5,PLEASANT PLAINS,01 ONE FAMILY DWELLINGS                    ,1,7420,70, ,A1,35 OUTERBRIDGE AVENUE, ,10309,1,0,1,5292,1822,1910,450000,81456
3,FLATBUSH-CENTRAL,13 CONDOS - ELEVATOR APARTMENTS            ,2,5185,1015, ,R4,2108 DORCHESTER ROAD,2C,11226,1,0,1,0,0,0,330000,37640
1,GREENWICH VILLAGE-CENTRAL,10 COOPS - ELEVATOR APARTMENTS             ,2,568,6, ,D4,"41 FIFTH AVENUE, 4F", ,10003,0,0,0, -  , -  ,1924,1116000,3801
1,FLATIRON,10 COOPS - ELEVATOR APARTMENTS             ,2,848,74, ,D0,131 FIFTH AVENUE, ,10003,0,0,0, -  , -  ,1905,170000,2687
1,UPPER EAST SIDE (59-79),10 COOPS - ELEVATOR APARTMENTS             ,2,1428,45, ,D4,"200 EAST 74TH STREET, 4C", ,10021,0,0,0, -  , -  ,1962,875000,12328
3,CANARSIE,02 TWO FAMILY DWELLINGS                    ,1,4749,55, ,B1,674 REMSEN AVENUE, ,11236,2,0,2,2200,1766,1935,210000,32298
3,OLD MILL BASIN,01 ONE FAMILY DWELLINGS                    ,1,8386,21, ,A9,1443 E. 64TH STREET, ,11234,1,0,1,2000,1296,1920,525000,44208
4,MIDDLE VILLAGE,01 ONE FAMILY DWELLINGS                    ,1,3060,58, ,A1,75-17 66TH   DRIVE, ,11379,1,0,1,1735,1264,1925,638000,67297
5,NEW SPRINGVILLE,13 CONDOS - ELEVATOR APARTMENTS            ,2,2400,1143, ,R4,90 RICHMOND HILL ROAD,2H,10314,1,0,1, -  , -  ,1988,220000,81288
3,PARK SLOPE,44 CONDO PARKING                           ,4,942,1342, ,RG,133 STERLING PLACE,20P,11217,0,0,1,0,0,0,150000,45062
4,FOREST HILLS,10 COOPS - ELEVATOR APARTMENTS             ,2,3236,35, ,D4,"70-25 YELLOWSTONE BLVD, 22-Q", ,11375,0,0,0, -  , -  ,1965,300000,60882
1,UPPER WEST SIDE (59-79),13 CONDOS - ELEVATOR APARTMENTS            ,2,1167,1207, ,R4,235 WEST 75TH   STREET,207,10023,1,0,1, -  , -  ,1901,3040943,15924
3,CYPRESS HILLS,02 TWO FAMILY DWELLINGS                    ,1,4132,53, ,B1,222 AUTUMN AVENUE, ,11208,2,0,2,2003,2080,1910,695000,34996
3,BEDFORD STUYVESANT,14 RENTALS - 4-10 UNIT                     ,2A,1810,70, ,S3,573 GATES AVENUE, ,11221,3,1,4,2000,5040,1931,1200000,27633
4,ELMHURST,01 ONE FAMILY DWELLINGS                    ,1,2469,50, ,A2,51-07 IRELAND STREET, ,11373,1,0,1,2142,938,1940,690000,54656
